,LoanID,MonthRep,Servicer,CurrInterestRate,CAUPB,LoanAge,MonthsToMaturity,AdMonthsToMaturity,MaturityDate,MSA,CLDS,ModFlag,ZeroBalCode,ZeroBalDate,LastInstallDate,ForeclosureDate,DispositionDate,ForeclosureCosts,PPRC,AssetRecCost,MHEC,ATFHP,NetSaleProceeds,CreditEnhProceeds,RPMWP,OFP,NIBUPB,PFUPB,RMWPF,FPWA,ServicingIndicator,Arrears,Arrears_3m,Arrears_6m,Arrears_9m,Arrears_12m,0
86353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
614770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
663756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
851567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
698422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
838012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
47627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
718490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
354661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
130414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
668623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
752894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
373978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
599543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
754517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
523125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
634531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
411463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
840076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
91821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
67969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
147492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
844315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
109281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
960349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
258333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
774079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
256007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
882316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
291637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
563241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
115156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
266032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
778928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
954107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
861727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
38685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
201975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
780959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
971681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
353100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
235872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
486066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
704362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
453257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
398790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
268621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
225669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
897156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
151251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
131695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
668991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
729330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
157700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
698018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
416936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
391452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
465899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
178049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
556213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
955672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
944757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
659687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
329785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
792086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
490685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
363401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
886694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
182930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
752951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
68198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
953617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
941591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
306914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
790582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
464715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
293628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
403817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
744340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
628301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
785341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
27616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
793828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
719354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
33353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
27831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
922774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
10933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
475063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
612636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
53136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
993603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
55083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
263164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
94934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
970500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
207117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
568459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
705259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
562969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
614574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
816597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
870741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
893038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
483558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
383694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
275250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
897663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
570796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
354737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
820974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
800778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
834018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
429537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
378203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
589311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
468283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
926446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
934787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
691972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
884040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
402128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
694659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
814342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
573879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
255505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
667120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
9991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
42798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
334793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
28309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
340928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
197758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
263532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
27563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
69110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
808351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
714050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
218695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
684096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
52567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
487937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
832649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
257849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
410838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
861955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
259915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
637271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
57905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
325343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
207481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
95557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
735801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
113398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
361965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
785582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
309105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
102817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
750121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
370150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
534197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
222896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
777238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
698765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
661720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
477488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
297185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
459753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
406487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
740237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
68298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
998841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
124316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
672612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
607136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
205889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
268331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
636791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
750076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
650698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
192826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
639662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
551645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
55377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
632078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
646227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
615894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
38408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
90071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
311578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
726436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
426265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
655500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
55797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
112001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
668801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
16333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
83355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
587880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
309926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
824730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
364233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
987219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
495870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
460274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
742458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
325511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
258385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
919850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
82252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
284326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
659962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
724328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
925451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
78904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
236649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
354985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
640991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
230146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
206182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
915785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
940270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
594507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
783043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
994347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
519236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
919164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
798725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
80115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
721964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
869903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
347461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
918635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
927208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
183986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
695891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
560049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
312875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
946591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
982027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
720248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
986046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
701986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
100617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
294219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
206317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
346279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
501182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
84109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
157632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
872988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
591271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
94354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
442318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
9080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
416331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
351060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
770997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
88926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
485762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
776380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
622813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
289524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
976316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
819352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
420296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
218015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
282021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
670905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
492864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
973215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
914607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
528756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
813650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
934394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
377731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
141872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
749207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
733590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
539946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
630195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
68048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
489078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
424348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
350943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
100428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
940396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
868968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
23859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
204379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
58014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
829206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
292465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
335648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
998762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
343268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
932249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
589122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
674598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
453395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
302795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
82396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
204799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
801795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
802515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
654456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
307263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
943203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
956675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
78045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
405112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
988349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
407597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
367355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
826376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
36697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
673721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
992342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
