,LoanID,MonthRep,Servicer,CurrInterestRate,CAUPB,LoanAge,MonthsToMaturity,AdMonthsToMaturity,MaturityDate,MSA,CLDS,ModFlag,ZeroBalCode,ZeroBalDate,LastInstallDate,ForeclosureDate,DispositionDate,ForeclosureCosts,PPRC,AssetRecCost,MHEC,ATFHP,NetSaleProceeds,CreditEnhProceeds,RPMWP,OFP,NIBUPB,PFUPB,RMWPF,FPWA,ServicingIndicator,Arrears,Arrears_3m,Arrears_6m,Arrears_9m,Arrears_12m,0
63183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
907819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
940976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
790059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
709531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
91400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
539010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
325065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
317166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
24389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
513483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
954006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
740931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
503889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
346131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
74879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
531714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
513652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
642449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
768110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
675659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
313451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
724878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
135583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
483798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
199427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
732909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
651635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
334397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
962745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
20905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
176284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
436939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
217863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
698486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
157420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
371912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
279523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
424625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
673889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
100722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
144958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
604840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
12823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
898446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
955059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
837863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
452056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
239064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
307810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
501600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
660176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
716509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
135725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
281411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
82786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
450185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
493060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
644249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
26109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
390614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
69512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
857583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
657096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
306074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
907897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
266642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
580593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
808969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
220692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
467157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
906173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
256954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
779600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
320546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
148472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
253546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
900483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
627227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
912668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
70714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
96752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
856014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
191505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
277931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
731309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
358649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
528534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
88354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
943598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
315310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
937196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
99672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
549010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
384434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
41892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
256152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
481134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
621295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
370673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
912881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
622348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
96886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
727928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
544296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
174861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
675882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
860728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
766750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
651771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
506411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
216372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
150891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
840375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
574753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
933961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
475769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
160157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
759434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
291990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
753904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
878216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
795309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
121007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
275917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
695792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
73409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
361794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
615756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
444320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
478434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
296383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
232580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
50556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
286482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
709861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
542008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
946158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
844789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
208139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
256895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
918438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
463769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
508195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
767461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
968405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
43964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
91644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
995681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
280659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
270357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
398960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
397818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
622162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
425211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
881505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
818550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
503190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
615107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
80509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
12535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
960954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
74794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
617873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
748513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
180324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
972082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
893794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
584291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
339599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
835480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
691910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
950394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
582362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
550002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
656949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
870673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
332487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
627991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
188179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
402081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
852811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
418699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
793657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
846532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
190537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
94620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
81452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
385480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
655338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
649456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
663567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
348103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
730207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
232316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
575552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
20125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
283726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
666785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
994510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
973744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
984341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
679142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
674389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
731666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
822890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
29971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
326011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
289245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
613328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
741198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
417854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
447880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
648548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
660917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
629141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
303839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
135915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
207796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
625424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
735874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
197072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
221468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
171945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
880468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
594144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
670240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
331957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
736809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
536748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
180859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
631075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
471993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
76958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
525407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
343474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
665477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
803404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
847401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
42312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
286264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
809329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
909970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
146400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
97198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
918151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
486499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
848937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
647207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
79895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
26414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
450349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
825584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
882033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
701380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
801611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
80949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
322717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
80579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
552791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
335291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
217951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
201640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
47063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
821614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
405816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
480587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
205078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
799178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
463547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
20064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
649371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
782503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
420375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
243801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
440714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
712844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
882590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
712299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
255069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
193891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
73496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
338709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
881082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
261009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
575729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
902357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
323520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
893188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
814820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
295046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
173585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
768196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
482794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
329495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
633401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
501559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
589752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
523915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
47990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
924562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
892254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
999145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
563108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
896248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
783475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
33713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
936060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
356455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
773367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
421519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
975582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
299489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
147636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
281330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
197118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
582910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
850615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
